"ProlificID","condBetween","conditionFemales","conditionMales","Progress","duration.seconds","Consent","Catch","RT_RMTE3_Page.Submit","RMTE3","RT_RMTE6_Page.Submit","RMTE6","RT_RMTE9_Page.Submit","RMTE9","RT_RMTE15_Page.Submit","RMTE15","RT_RMTE17_Page.Submit","RMTE17","RT_RMTE18_Page.Submit","RMTE18","RT_RMTE19_Page.Submit","RMTE19","RT_RMTE21_Page.Submit","RMTE21","RT_RMTE22_Page.Submit","RMTE22","RT_RMTE25_Page.Submit","RMTE25","RT_RMTE27_Page.Submit","RMTE27","RT_RMTE28_Page.Submit","RMTE28","RT_RMTE29_Page.Submit","RMTE29","RT_RMTE30_Page.Submit","RMTE30","RT_RMTE31_Page.Submit","RMTE31","RT_RMTE34_Page.Submit","RMTE34","RT_RMTE35_Page.Submit","RMTE35","RT_RMTE1_Page.Submit","RMTE1","RT_RMTE2_Page.Submit","RMTE2","RT_RMTE4_Page.Submit","RMTE4","RT_RMTE5_Page.Submit","RMTE5","RT_RMTE7_Page.Submit","RMTE7","RT_RMTE8_Page.Submit","RMTE8","RT_RMTE10_Page.Submit","RMTE10","RT_RMTE11_Page.Submit","RMTE11","RT_RMTE12_Page.Submit","RMTE12","RT_RMTE13_Page.Submit","RMTE13","RT_RMTE14_Page.Submit","RMTE14","RT_RMTE16_Page.Submit","RMTE16","RT_RMTE20_Page.Submit","RMTE20","RT_RMTE23_Page.Submit","RMTE23","RT_RMTE24_Page.Submit","RMTE24","RT_RMTE26_Page.Submit","RMTE26","RT_RMTE32_Page.Submit","RMTE32","RT_RMTE33_Page.Submit","RMTE33","RT_RMTE36_Page.Submit","RMTE36","confidence_level","sex_arousal_1st","happy_1st","sadness_1st","bored_1st","sex_arosal_2nd","happy_2nd","sadness_2nd","bored_2nd","attentionCheck_blank","attentionCheck_yes","Age","Gender","sexual_orientation","sexual_orientation_3_TEXT","health_symptoms","Comments","item_order","FL_121_DO","firstSection_items_females","firstSection_items_males","secondSection_items_females","secondSection_items_males","Sex_clip_DO","Neutral_clip_DO","emotions_first_clip_DO","emotions_second_clip_DO","duration.minutes","duration_z","conditionFemales_Cl","conditionMales_Cl","RMTE1_crct","RMTE2_crct","RMTE3_crct","RMTE4_crct","RMTE5_crct","RMTE6_crct","RMTE7_crct","RMTE8_crct","RMTE9_crct","RMTE10_crct","RMTE11_crct","RMTE12_crct","RMTE13_crct","RMTE14_crct","RMTE15_crct","RMTE16_crct","RMTE17_crct","RMTE18_crct","RMTE19_crct","RMTE20_crct","RMTE21_crct","RMTE22_crct","RMTE23_crct","RMTE24_crct","RMTE25_crct","RMTE26_crct","RMTE27_crct","RMTE28_crct","RMTE29_crct","RMTE30_crct","RMTE31_crct","RMTE32_crct","RMTE33_crct","RMTE34_crct","RMTE35_crct","RMTE36_crct","RMET_mean_all","RMTE3_trial","RMTE6_trial","RMTE9_trial","RMTE15_trial","RMTE17_trial","RMTE18_trial","RMTE19_trial","RMTE21_trial","RMTE22_trial","RMTE25_trial","RMTE27_trial","RMTE28_trial","RMTE29_trial","RMTE30_trial","RMTE31_trial","RMTE34_trial","RMTE35_trial","RMTE1_trial","RMTE2_trial","RMTE4_trial","RMTE5_trial","RMTE7_trial","RMTE8_trial","RMTE10_trial","RMTE11_trial","RMTE12_trial","RMTE13_trial","RMTE14_trial","RMTE16_trial","RMTE20_trial","RMTE23_trial","RMTE24_trial","RMTE26_trial","RMTE32_trial","RMTE33_trial","RMTE36_trial","Sex_clip_name","Neutral_clip_name","condition","sex_arousal_sex","sex_arousal_neutral","happy_sex","happy_neutral","sadness_sex","sadness_neutral","bored_sex","bored_neutral","sex_arousal_diff","sex_arousal_diff_sex_Z","sex_arousal_diff_neutral_Z","sex_arousal_diff_Z"
"5a099c36df3fa800015c37b8","males","","Neutral_clip","100",557,"Yes","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.49","playful","11.54","terrified","5.874","relaxed","6.808","worried","5.467","uneasy","6.508","despondent","6.838","insisting","17.345","flirtatious","7.955","sceptical","4.047","anticipating","5.069","accusing","6.93","thoughtful","3.988","friendly","12.657","curious","5.333","excited","6.1","hostile","5.236","serious","6.077","fantasizing","5.242","suspicious",6,1,5,1,5,2,6,1,5,"","yes",42,"Male","Heterosexual or straight","","No","",", RMTE10, RMTE23, RMTE36, RMTE12, RMTE13, RMTE5, RMTE7, RMTE26, RMTE33, RMTE24, RMTE4, RMTE14, RMTE11, RMTE2, RMTE16, RMTE32, RMTE20, RMTE1, RMTE8","FL_125","","RMTE10_males|RMTE23_males|RMTE36-males|RMTE12_males|RMTE13_males|RMTE5_males|RMTE7_males|RMTE26_males|RMTE33_males|RMTE24_males","","FL_157|FL_173|FL_167|FL_155|FL_175|FL_185|FL_177|FL_153|FL_163","vidInstructionSex|FloorSex","vidInstructionNeut|ModernFamily","|sadness_1st|bored_1st|happy_1st|sex_arousal_1st","|sadness_2nd|happy_2nd|sex_arosal_2nd|bored_2nd",9.28333333333333,-0.362736742909201,NA,"Neutral_clip_1st",1,0,NA,0,1,NA,1,1,NA,0,0,1,1,1,NA,1,NA,NA,NA,1,NA,NA,0,0,NA,1,NA,NA,NA,NA,NA,1,0,NA,NA,1,0.631578947368421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,14,11,6,7,19,1,13,4,5,12,15,17,2,10,8,16,9,3,"FloorSex","ModernFamily","Neutral_clip_1st",2,1,6,5,1,1,5,5,1,-1.66819928774699,-0.605644705859313,-1.26587784706689
"5a102e9dfdf6fc0001279561","males","","Neutral_clip","100",584,"Yes","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.694","playful","9.317","upset","7.957","insisting","8.154","worried","8.916","uneasy","8.054","despondent","5.834","cautious","5.593","regretful","12.307","sceptical","8.335","anticipating","9.089","accusing","6.141","thoughtful","8.02","friendly","9.816","defiant","10.555","pensive","7.592","hostile","6.202","serious","5.593","concerned","7.331","suspicious",6,1,7,1,1,8,7,1,1,"","yes",37,"Male","Heterosexual or straight","","No","",", RMTE24, RMTE23, RMTE4, RMTE20, RMTE2, RMTE5, RMTE36, RMTE13, RMTE26, RMTE14, RMTE1, RMTE16, RMTE12, RMTE7, RMTE11, RMTE10, RMTE32, RMTE33, RMTE8","FL_125","","RMTE24_males|RMTE23_males|RMTE4_males|RMTE20_males|RMTE2_males|RMTE5_males|RMTE36-males|RMTE13_males|RMTE26_males|RMTE14_males","","FL_153|FL_175|FL_169|FL_161|FL_167|FL_165|FL_185|FL_187|FL_163","vidInstructionSex|SamTaylor","vidInstructionNeut|ModernFamily","|happy_1st|sadness_1st|sex_arousal_1st|bored_1st","|sex_arosal_2nd|happy_2nd|bored_2nd|sadness_2nd",9.73333333333333,-0.274653610637375,NA,"Neutral_clip_1st",1,1,NA,1,1,NA,1,1,NA,1,1,1,1,1,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5,3,6,14,19,16,15,13,8,10,12,4,2,1,9,17,18,7,"SamTaylor","ModernFamily","Neutral_clip_1st",8,1,7,7,1,1,1,1,7,1.02266392181639,-0.605644705859313,1.30702699863964
"5a9495371eda4100013624b4","males","","Sex_clip","100",674,"Yes","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","playful","19.106","arrogant","11.671","insisting","9.316","worried","7.335","friendly","8.604","despondent","12.467","insisting","11.58","regretful","5.328","sceptical","7.366","anticipating","6.437","accusing","6.423","thoughtful","8.977","friendly","7.575","defiant","5.412","pensive","6.008","hostile","5.406","serious","8.135","fantasizing","10.635","suspicious",6,6,6,1,2,1,5,3,2,"","yes",35,"Male","Heterosexual or straight","","No","",", RMTE5, RMTE20, RMTE8, RMTE33, RMTE12, RMTE11, RMTE10, RMTE1, RMTE13, RMTE24, RMTE32, RMTE36, RMTE2, RMTE26, RMTE16, RMTE4, RMTE7, RMTE23, RMTE14","FL_125","","RMTE5_males|RMTE20_males|RMTE8_males|RMTE33_males|RMTE12_males|RMTE11_males|RMTE10_males|RMTE1_males|RMTE13_males|RMTE24_males","","FL_185|FL_189|FL_155|FL_183|FL_175|FL_157|FL_161|FL_179|FL_173","vidInstructionSex|FloorSex","vidInstructionNeut|MadMen","|sex_arousal_1st|happy_1st|sadness_1st|bored_1st","|bored_2nd|happy_2nd|sex_arosal_2nd|sadness_2nd",11.2333333333333,0.0189568302687114,NA,"Sex_clip_1st",1,0,NA,1,1,NA,0,1,NA,0,1,1,1,1,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,0,NA,NA,1,0.789473684210526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,13,16,1,17,3,7,6,5,9,19,15,2,18,10,14,11,4,12,"FloorSex","MadMen","Sex_clip_1st",6,1,6,5,1,3,2,2,5,0.125709518628592,-0.605644705859313,0.449392050070796
"5af4cd9c20299700016d1245","males","","Sex_clip","100",569,"Yes","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.339","playful","5.195","upset","9.891","insisting","5.008","worried","7.195","friendly","12.61","shy","9.604","cautious","5.636","regretful","5.928","indifferent","6.811","anticipating","4.46","accusing","11.294","thoughtful","3.945","friendly","5.733","defiant","5.488","pensive","9.498","hostile","9.848","serious","5.945","concerned","5.49","suspicious",6,6,7,1,2,1,5,3,5,"","yes",37,"Male","Heterosexual or straight","","No","Thankyou for the interesting survey! :)",", RMTE26, RMTE1, RMTE13, RMTE23, RMTE5, RMTE8, RMTE32, RMTE7, RMTE12, RMTE4, RMTE2, RMTE24, RMTE10, RMTE33, RMTE16, RMTE36, RMTE20, RMTE11, RMTE14","FL_125","","RMTE26_males|RMTE1_males|RMTE13_males|RMTE23_males|RMTE5_males|RMTE8_males|RMTE32_males|RMTE7_males|RMTE12_males|RMTE4_males","","FL_155|FL_181|FL_165|FL_187|FL_175|FL_189|FL_177|FL_167|FL_173","vidInstructionSex|BedroomOral","vidInstructionNeut|MadMen","|sadness_1st|happy_1st|sex_arousal_1st|bored_1st","|sex_arosal_2nd|sadness_2nd|happy_2nd|bored_2nd",9.48333333333333,-0.323588684121723,NA,"Sex_clip_1st",1,1,NA,1,1,NA,0,0,NA,1,1,0,1,1,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,0.842105263157895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11,10,5,8,6,13,18,9,3,19,15,17,4,12,1,7,14,16,"BedroomOral","MadMen","Sex_clip_1st",6,1,7,5,1,3,2,5,5,0.125709518628592,-0.605644705859313,0.449392050070796
"5af75481e066a40001135b18","males","","Sex_clip","100",929,"Yes","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.735","irritated","7.508","upset","4.783","insisting","4.434","worried","6.783","uneasy","21.163","despondent","9.832","cautious","5.153","terrified","5.597","sceptical","11.533","shy","18.269","accusing","7.669","sympathetic","10.785","guilty","19.495","curious","10.364","pensive","7.065","hostile","12.604","serious","7.934","concerned","10.667","suspicious",6,7,7,1,1,1,7,1,1,"","yes",35,"Male","Heterosexual or straight","","No","Going from a sex scene to a scene of WALL·E was certainly interesting.",", RMTE32, RMTE20, RMTE16, RMTE36, RMTE13, RMTE14, RMTE2, RMTE23, RMTE24, RMTE10, RMTE12, RMTE1, RMTE11, RMTE5, RMTE4, RMTE26, RMTE7, RMTE33, RMTE8","FL_125","","RMTE32_males|RMTE20_males|RMTE16_males|RMTE36-males|RMTE13_males|RMTE14_males|RMTE2_males|RMTE23_males|RMTE24_males|RMTE10_males","","FL_169|FL_153|FL_167|FL_159|FL_157|FL_183|FL_161|FL_187|FL_163","vidInstructionSex|FloorSex","vidInstructionNeut|WallE","|sex_arousal_1st|bored_1st|sadness_1st|happy_1st","|bored_2nd|happy_2nd|sex_arosal_2nd|sadness_2nd",15.4833333333333,0.850853079502623,NA,"Sex_clip_1st",0,1,NA,1,1,NA,1,1,NA,1,0,1,0,1,NA,0,NA,NA,NA,0,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,0.684210526315789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,7,15,14,17,19,10,13,11,5,6,3,2,8,9,16,1,18,4,"FloorSex","WallE","Sex_clip_1st",7,1,7,7,1,1,1,1,6,0.574186720222489,-0.605644705859313,0.878209524355217
"5b14532ce9270900013c5bf6","males","","Neutral_clip","100",670,"Yes","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.531","playful","5.331","upset","17.697","insisting","14.091","worried","10.746","friendly","9.595","despondent","10.327","cautious","7.393","regretful","9.275","indifferent","6.799","shy","5.187","accusing","76.13","thoughtful","5.314","friendly","13.277","contented","7.968","pensive","12.088","hostile","10.324","serious","14.7","guilty","5.838","suspicious",3,2,5,2,5,3,3,2,5,"","yes",36,"Male","Heterosexual or straight","","No","",", RMTE26, RMTE32, RMTE33, RMTE36, RMTE24, RMTE2, RMTE23, RMTE20, RMTE7, RMTE11, RMTE5, RMTE4, RMTE14, RMTE8, RMTE1, RMTE10, RMTE16, RMTE12, RMTE13","FL_125","","RMTE26_males|RMTE32_males|RMTE33_males|RMTE36-males|RMTE24_males|RMTE2_males|RMTE23_males|RMTE20_males|RMTE7_males|RMTE11_males","","FL_159|FL_157|FL_173|FL_163|FL_153|FL_165|FL_175|FL_169|FL_171","vidInstructionSex|SamTaylor","vidInstructionNeut|MadMen","|happy_1st|bored_1st|sex_arousal_1st|sadness_1st","|bored_2nd|sex_arosal_2nd|happy_2nd|sadness_2nd",11.1666666666667,0.00590747733955197,NA,"Neutral_clip_1st",1,1,NA,1,1,NA,0,1,NA,1,1,0,0,1,NA,1,NA,NA,NA,1,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,1,0,NA,NA,1,0.736842105263158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,6,12,11,9,14,16,10,18,19,13,17,8,7,5,1,2,3,4,"SamTaylor","MadMen","Neutral_clip_1st",3,2,3,5,2,2,5,5,1,-1.2197220861531,0.183287213615318,-1.26587784706689
"5b2240df023fe3000150533f","males","","Sex_clip","100",658,"Yes","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.526","playful","9.988","upset","12.084","relaxed","9.434","worried","13.012","friendly","14.602","shy","11.09","cautious","12.161","regretful","11.832","sceptical","12.531","anticipating","14.481","accusing","9.031","thoughtful","8.446","friendly","7.313","defiant","12.052","pensive","8.955","hostile","11.431","serious","10.923","concerned","6.887","suspicious",6,8,2,9,2,4,7,2,2,"","yes",46,"Male","Heterosexual or straight","","No","",", RMTE14, RMTE2, RMTE5, RMTE33, RMTE36, RMTE26, RMTE4, RMTE8, RMTE11, RMTE12, RMTE7, RMTE20, RMTE13, RMTE23, RMTE1, RMTE24, RMTE10, RMTE16, RMTE32","FL_125","","RMTE14_males|RMTE2_males|RMTE5_males|RMTE33_males|RMTE36-males|RMTE26_males|RMTE4_males|RMTE8_males|RMTE11_males|RMTE12_males","","FL_161|FL_177|FL_171|FL_179|FL_153|FL_181|FL_165|FL_175|FL_185","vidInstructionSex|SamTaylor","vidInstructionNeut|ModernFamily","|bored_1st|sex_arousal_1st|sadness_1st|happy_1st","|happy_2nd|sex_arosal_2nd|bored_2nd|sadness_2nd",10.9666666666667,-0.0332405814479262,NA,"Sex_clip_1st",1,1,NA,0,1,NA,0,0,NA,1,1,1,1,1,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,0.842105263157895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,7,3,11,8,17,9,10,13,1,18,12,14,16,6,19,4,5,"SamTaylor","ModernFamily","Sex_clip_1st",8,4,2,7,9,2,2,2,4,1.02266392181639,1.76115105256458,0.0205745757863738
"5b25740da7cee100011d884b","males","","Neutral_clip","100",587,"Yes","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.021","bored","4.19","upset","6.586","insisting","3.632","worried","4.953","uneasy","3.284","despondent","13.93","aghast","7.66","regretful","3.39","dispirited","6.758","decisive","6.723","irritated","7.109","thoughtful","6.028","friendly","10.137","defiant","2.716","pensive","4.094","hostile","1.983","serious","3.078","guilty","5.111","suspicious",4,1,6,4,5,3,6,1,3,"","yes",29,"Male","Heterosexual or straight","","No","",", RMTE23, RMTE26, RMTE4, RMTE10, RMTE1, RMTE16, RMTE2, RMTE7, RMTE13, RMTE8, RMTE36, RMTE33, RMTE32, RMTE5, RMTE20, RMTE12, RMTE11, RMTE14, RMTE24","FL_125","","RMTE23_males|RMTE26_males|RMTE4_males|RMTE10_males|RMTE1_males|RMTE16_males|RMTE2_males|RMTE7_males|RMTE13_males|RMTE8_males","","FL_189|FL_187|FL_185|FL_159|FL_177|FL_169|FL_167|FL_173|FL_181","vidInstructionSex|FloorSex","vidInstructionNeut|MadMen","|sadness_1st|bored_1st|sex_arousal_1st|happy_1st","|sex_arosal_2nd|bored_2nd|sadness_2nd|happy_2nd",9.78333333333333,-0.264866595940506,NA,"Neutral_clip_1st",0,1,NA,1,1,NA,1,1,NA,0,1,0,0,0,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,0,NA,NA,1,0.684210526315789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,3,14,8,10,4,17,16,9,18,6,15,1,19,2,13,12,11,"FloorSex","MadMen","Neutral_clip_1st",3,1,6,6,1,4,3,5,2,-1.2197220861531,-0.605644705859313,-0.83706037278247
"5b293dcbd5035800018d86c0","males","","Sex_clip","100",777,"Yes","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.464","playful","7.111","arrogant","4.434","insisting","41.754","worried","6.391","friendly","5.587","despondent","7","cautious","4.901","regretful","33.897","sceptical","4.61","anticipating","5.737","accusing","9.834","thoughtful","4.719","friendly","7.173","defiant","11.32","iIrritated","4.543","hostile","4.22","serious","4.665","concerned","10.069","suspicious",6,4,4,2,5,2,5,6,7,"","yes",29,"Male","Heterosexual or straight","","No","",", RMTE16, RMTE10, RMTE2, RMTE11, RMTE8, RMTE13, RMTE4, RMTE1, RMTE24, RMTE23, RMTE33, RMTE14, RMTE5, RMTE26, RMTE20, RMTE36, RMTE7, RMTE12, RMTE32","FL_125","","RMTE16_males|RMTE10_males|RMTE2_males|RMTE11_males|RMTE8_males|RMTE13_males|RMTE4_males|RMTE1_males|RMTE24_males|RMTE23_males","","FL_187|FL_173|FL_159|FL_183|FL_177|FL_189|FL_161|FL_169|FL_185","vidInstructionSex|SamTaylor","vidInstructionNeut|ModernFamily","|sadness_1st|bored_1st|sex_arousal_1st|happy_1st","|sadness_2nd|happy_2nd|sex_arosal_2nd|bored_2nd",12.95,0.354977668194566,NA,"Sex_clip_1st",1,0,NA,1,1,NA,0,1,NA,1,1,1,1,1,NA,1,NA,NA,NA,1,NA,NA,1,0,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,0.842105263157895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,7,13,17,5,2,4,18,6,12,1,15,10,9,14,19,11,16,"SamTaylor","ModernFamily","Sex_clip_1st",4,2,4,5,2,6,5,7,2,-0.771244884559201,0.183287213615318,-0.83706037278247
"5b5341ddd8348500012ca10d","males","","Neutral_clip","100",699,"Yes","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.478","irritated","9.295","upset","9.095","insisting","19.377","worried","11.247","uneasy","12.625","despondent","14.437","insisting","12.1","regretful","10.556","sceptical","16.946","anticipating","8.46","accusing","13.24","thoughtful","16.232","dominant","14.055","defiant","9.344","pensive","7.848","hostile","9.617","serious","14.865","guilty","10.393","suspicious",6,2,4,5,4,7,6,2,2,"","yes",44,"Male","Heterosexual or straight","","No","",", RMTE11, RMTE26, RMTE23, RMTE8, RMTE32, RMTE1, RMTE4, RMTE16, RMTE24, RMTE33, RMTE13, RMTE10, RMTE5, RMTE20, RMTE14, RMTE12, RMTE36, RMTE7, RMTE2","FL_125","","RMTE11_males|RMTE26_males|RMTE23_males|RMTE8_males|RMTE32_males|RMTE1_males|RMTE4_males|RMTE16_males|RMTE24_males|RMTE33_males","","FL_171|FL_165|FL_159|FL_177|FL_173|FL_169|FL_189|FL_161|FL_155","vidInstructionSex|BedroomOral","vidInstructionNeut|MadMen","|sadness_1st|bored_1st|happy_1st|sex_arousal_1st","|sadness_2nd|sex_arosal_2nd|bored_2nd|happy_2nd",11.65,0.100515286075958,NA,"Neutral_clip_1st",0,1,NA,1,1,NA,1,1,NA,0,1,1,1,1,NA,1,NA,NA,NA,0,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,0,NA,NA,1,0.789473684210526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,19,7,13,18,4,12,1,16,11,15,8,14,3,9,2,5,10,17,"BedroomOral","MadMen","Neutral_clip_1st",7,2,6,4,2,5,2,4,5,0.574186720222489,0.183287213615318,0.449392050070796
"5b5f35fe64516800018b8ed2","males","","Neutral_clip","100",797,"Yes","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.289","playful","2.813","upset","9.942","insisting","2.618","worried","3.457","uneasy","3.103","despondent","4.885","cautious","3.33","flirtatious","2.968","sceptical","5.449","anticipating","6.227","accusing","12.531","thoughtful","5.598","dominant","3.668","defiant","3.985","pensive","3.033","hostile","3.157","serious","4.976","fantasizing","4.158","suspicious",7,1,3,2,5,8,9,1,1,"","yes",36,"Male","Heterosexual or straight","","No","",", RMTE4, RMTE20, RMTE13, RMTE23, RMTE16, RMTE26, RMTE2, RMTE14, RMTE32, RMTE5, RMTE7, RMTE11, RMTE24, RMTE33, RMTE36, RMTE8, RMTE10, RMTE12, RMTE1","FL_125","","RMTE4_males|RMTE20_males|RMTE13_males|RMTE23_males|RMTE16_males|RMTE26_males|RMTE2_males|RMTE14_males|RMTE32_males|RMTE5_males","","FL_161|FL_167|FL_181|FL_187|FL_189|FL_163|FL_165|FL_169|FL_153","vidInstructionSex|SamTaylor","vidInstructionNeut|ModernFamily","|happy_1st|sex_arousal_1st|bored_1st|sadness_1st","|bored_2nd|happy_2nd|sex_arosal_2nd|sadness_2nd",13.2833333333333,0.420224432840363,NA,"Neutral_clip_1st",1,1,NA,1,1,NA,1,1,NA,1,0,1,1,1,NA,1,NA,NA,NA,0,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,0,NA,NA,1,0.842105263157895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,7,1,10,11,16,17,12,18,3,8,5,2,4,13,6,9,14,15,"SamTaylor","ModernFamily","Neutral_clip_1st",8,1,9,3,1,2,1,5,7,1.02266392181639,-0.605644705859313,1.30702699863964
"5b684ef482d9db000118fc0a","males","","Neutral_clip","100",634,"Yes","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.709","playful","6.05","upset","6.318","insisting","8.142","worried","8.279","friendly","6.496","despondent","7.909","cautious","8.114","amused","5.585","sceptical","4.594","anticipating","21.405","accusing","5.185","thoughtful","8.692","friendly","4.366","defiant","7.99","iIrritated","12.068","hostile","6.332","serious","7.905","fantasizing","10.989","suspicious",5,1,3,5,6,4,4,1,3,"","yes",39,"Male","Heterosexual or straight","","No","",", RMTE2, RMTE13, RMTE7, RMTE16, RMTE23, RMTE33, RMTE10, RMTE11, RMTE5, RMTE12, RMTE26, RMTE24, RMTE14, RMTE36, RMTE4, RMTE32, RMTE1, RMTE8, RMTE20","FL_125","","RMTE2_males|RMTE13_males|RMTE7_males|RMTE16_males|RMTE23_males|RMTE33_males|RMTE10_males|RMTE11_males|RMTE5_males|RMTE12_males","","FL_183|FL_181|FL_173|FL_189|FL_157|FL_185|FL_153|FL_163|FL_177","vidInstructionSex|FloorSex","vidInstructionNeut|ModernFamily","|sex_arousal_1st|happy_1st|bored_1st|sadness_1st","|sex_arosal_2nd|sadness_2nd|happy_2nd|bored_2nd",10.5666666666667,-0.111536699022883,NA,"Neutral_clip_1st",1,1,NA,1,1,NA,0,1,NA,1,0,1,1,1,NA,1,NA,NA,NA,1,NA,NA,1,0,NA,1,NA,NA,NA,NA,NA,1,0,NA,NA,1,0.789473684210526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1,15,9,3,18,7,8,10,2,13,4,19,5,12,11,16,6,14,"FloorSex","ModernFamily","Neutral_clip_1st",4,1,4,3,1,5,3,6,3,-0.771244884559201,-0.605644705859313,-0.408242898498048
"5b8551bf8f9edf00013fce84","males","","Sex_clip","100",486,"Yes","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.309","playful","7.353","upset","4.1","insisting","5.959","worried","6.337","uneasy","5.701","despondent","8.064","cautious","7.707","regretful","6.241","sceptical","5.158","anticipating","4.847","accusing","5.038","thoughtful","2.885","friendly","4.331","curious","4.502","pensive","4.321","hostile","4.743","serious","4.919","concerned","4.425","suspicious",6,6,4,5,7,1,7,1,6,"","yes",32,"Male","Heterosexual or straight","","No","",", RMTE16, RMTE33, RMTE4, RMTE14, RMTE8, RMTE10, RMTE7, RMTE13, RMTE2, RMTE11, RMTE5, RMTE23, RMTE32, RMTE26, RMTE12, RMTE24, RMTE20, RMTE1, RMTE36","FL_125","","RMTE16_males|RMTE33_males|RMTE4_males|RMTE14_males|RMTE8_males|RMTE10_males|RMTE7_males|RMTE13_males|RMTE2_males|RMTE11_males","","FL_159|FL_179|FL_185|FL_183|FL_169|FL_181|FL_177|FL_153|FL_189","vidInstructionSex|FloorSex","vidInstructionNeut|WallE","|sadness_1st|sex_arousal_1st|happy_1st|bored_1st","|bored_2nd|sex_arosal_2nd|happy_2nd|sadness_2nd",8.1,-0.594362757401781,NA,"Sex_clip_1st",1,1,NA,1,1,NA,1,1,NA,1,1,1,1,1,NA,1,NA,NA,NA,1,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,0.947368421052632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,9,3,11,7,5,6,10,15,8,4,1,17,12,16,14,13,2,19,"FloorSex","WallE","Sex_clip_1st",6,1,4,7,5,1,7,6,5,0.125709518628592,-0.605644705859313,0.449392050070796
